nr iteracji --- wartosc normy euklidesowej wektora reszt --- wartosc alpha --- wartosc beta --- wartosc normy euklidesowej wektora rozwiazan

1 --- 482.785 --- 0.257112 --- 0.000698 --- 4697.72

2 --- 211.03 --- 0.497573 --- 0.191064 --- 4710.2

3 --- 103.522 --- 0.562040 --- 0.240648 --- 4715.98

4 --- 54.4185 --- 0.586577 --- 0.276327 --- 4718.39

5 --- 30.865 --- 0.619727 --- 0.321692 --- 4719.4

6 --- 18.3184 --- 0.647313 --- 0.352241 --- 4719.85

7 --- 10.9206 --- 0.654431 --- 0.355404 --- 4720.06

8 --- 6.45221 --- 0.650047 --- 0.349077 --- 4720.15

9 --- 3.80598 --- 0.647717 --- 0.347950 --- 4720.19

10 --- 2.26161 --- 0.650076 --- 0.353103 --- 4720.2

11 --- 1.36224 --- 0.656000 --- 0.362802 --- 4720.21

12 --- 0.831118 --- 0.663247 --- 0.372238 --- 4720.21

13 --- 0.508326 --- 0.666458 --- 0.374075 --- 4720.21

14 --- 0.309292 --- 0.664161 --- 0.370213 --- 4720.21

15 --- 0.188226 --- 0.662753 --- 0.370359 --- 4720.21

16 --- 0.115332 --- 0.665848 --- 0.375442 --- 4720.21

17 --- 0.0707626 --- 0.668157 --- 0.376449 --- 4720.21

18 --- 0.0430789 --- 0.665170 --- 0.370613 --- 4720.21

19 --- 0.0260371 --- 0.660724 --- 0.365307 --- 4720.21

20 --- 0.0157253 --- 0.659444 --- 0.364764 --- 4720.21

21 --- 0.00951319 --- 0.660305 --- 0.365977 --- 4720.21

22 --- 0.00575627 --- 0.660674 --- 0.366125 --- 4720.21

23 --- 0.00348099 --- 0.660392 --- 0.365699 --- 4720.21

24 --- 0.00210474 --- 0.660202 --- 0.365586 --- 4720.21

25 --- 0.00127417 --- 0.660506 --- 0.366490 --- 4720.21

26 --- 0.000774091 --- 0.661938 --- 0.369085 --- 4720.21

27 --- 0.000471972 --- 0.664033 --- 0.371747 --- 4720.21

28 --- 0.00028773 --- 0.664676 --- 0.371654 --- 4720.21

29 --- 0.000174926 --- 0.663378 --- 0.369606 --- 4720.21

30 --- 0.000106257 --- 0.662446 --- 0.368984 --- 4720.21

31 --- 6.46235e-05 --- 0.662982 --- 0.369881 --- 4720.21

32 --- 3.92783e-05 --- 0.663164 --- 0.369423 --- 4720.21

33 --- 2.38034e-05 --- 0.661860 --- 0.367259 --- 4720.21

34 --- 1.43978e-05 --- 0.660539 --- 0.365858 --- 4720.21

35 --- 8.71235e-06 --- 0.660458 --- 0.366168 --- 4720.21

36 --- 5.27837e-06 --- 0.661054 --- 0.367054 --- 4720.21

37 --- 3.2011e-06 --- 0.661593 --- 0.367788 --- 4720.21

38 --- 1.94273e-06 --- 0.662010 --- 0.368323 --- 4720.21

39 --- 1.17939e-06 --- 0.662220 --- 0.368541 --- 4720.21

40 --- 7.163e-07 --- 0.662343 --- 0.368874 --- 4720.21

